NearUserPos,FarUserPos,FarUserDist,TransmitPower,SNR,SumRateFarUser,SumRateNearUser,BERFarUser,BERNearUser,OutageProbFarUser,OutageProbNearUser,MAScheme
b2,a1,21.2132,-71.5,12.5,1.32319279107244,1.32319279107244,0.384,0.1579,1,0.8789,OMA
b2,a1,21.2132,-71.5,12.5,1.33052689314196,1.33052689314196,0.3617,0.0304,1,0.8122,NOMA
b2,a1,21.2132,-71,13,1.38607593141508,1.38607593141508,0.3767,0.151,1,0.8496,OMA
b2,a1,21.2132,-71,13,1.42187823754675,1.42187823754675,0.3527,0.0295,1,0.7759,NOMA
b2,a1,21.2132,-70.5,13.5,1.44789728476659,1.44789728476659,0.3644,0.1371,1,0.812,OMA
b2,a1,21.2132,-70.5,13.5,1.50778580263994,1.50778580263994,0.3414,0.025,1,0.742,NOMA
b2,a1,21.2132,-70,14,1.52548620928403,1.52548620928403,0.3623,0.1313,1,0.7772,OMA
b2,a1,21.2132,-70,14,1.62019372718368,1.62019372718368,0.3344,0.0255,1,0.6978,NOMA
b2,a1,21.2132,-69.5,14.5,1.6076351546105,1.6076351546105,0.3575,0.1229,1,0.7361,OMA
b2,a1,21.2132,-69.5,14.5,1.73644411748293,1.73644411748293,0.3307,0.0223,1,0.6586,NOMA
b2,a1,21.2132,-69,15,1.68716002931872,1.68716002931872,0.3487,0.1125,1,0.6972,OMA
b2,a1,21.2132,-69,15,1.85667223877715,1.85667223877715,0.3216,0.0219,1,0.6172,NOMA
b2,a1,21.2132,-68.5,15.5,1.76221299148748,1.76221299148748,0.339,0.0988,1,0.655,OMA
b2,a1,21.2132,-68.5,15.5,1.96930063866113,1.96930063866113,0.3044,0.0186,1,0.5738,NOMA
b2,a1,21.2132,-68,16,1.84957257629947,1.84957257629947,0.325,0.0889,1,0.6108,OMA
b2,a1,21.2132,-68,16,2.10214214738469,2.10214214738469,0.2952,0.0151,0.9999,0.5323,NOMA
b2,a1,21.2132,-67.5,16.5,1.91870011869972,1.91870011869972,0.3276,0.0868,1,0.571,OMA
b2,a1,21.2132,-67.5,16.5,2.21194614034839,2.21194614034839,0.2894,0.0135,0.9999,0.4942,NOMA
b2,a1,21.2132,-67,17,2.02157672202026,2.02157672202026,0.3223,0.0724,1,0.5237,OMA
b2,a1,21.2132,-67,17,2.3680156790643,2.3680156790643,0.2779,0.0102,0.9996,0.449,NOMA
b2,a1,21.2132,-66.5,17.5,2.11394569923421,2.11394569923421,0.2981,0.066,1,0.4824,OMA
b2,a1,21.2132,-66.5,17.5,2.51670930689763,2.51670930689763,0.2579,0.0097,0.9991,0.4096,NOMA
b2,a1,21.2132,-66,18,2.20318012974183,2.20318012974183,0.3044,0.0607,0.9999,0.4441,OMA
b2,a1,21.2132,-66,18,2.65621811138198,2.65621811138198,0.2604,0.0089,0.9986,0.3757,NOMA
b2,a1,21.2132,-65.5,18.5,2.28318839219954,2.28318839219954,0.2879,0.0573,0.9998,0.4167,OMA
b2,a1,21.2132,-65.5,18.5,2.78632591259243,2.78632591259243,0.244,0.0091,0.9963,0.349,NOMA
b2,a1,21.2132,-65,19,2.37663636942629,2.37663636942629,0.2874,0.0518,0.9995,0.3778,OMA
b2,a1,21.2132,-65,19,2.93657142071851,2.93657142071851,0.2406,0.0082,0.9952,0.3132,NOMA
b2,a1,21.2132,-64.5,19.5,2.49085667031206,2.49085667031206,0.2758,0.0432,0.9985,0.3394,OMA
b2,a1,21.2132,-64.5,19.5,3.12208783577591,3.12208783577591,0.2272,0.0065,0.9902,0.2824,NOMA
b2,a1,21.2132,-64,20,2.58157875421682,2.58157875421682,0.2622,0.0433,0.9985,0.3124,OMA
b2,a1,21.2132,-64,20,3.26744383912213,3.26744383912213,0.2078,0.0057,0.9827,0.2587,NOMA
b2,a1,21.2132,-63.5,20.5,2.68399277863515,2.68399277863515,0.2566,0.0375,0.9949,0.2804,OMA
b2,a1,21.2132,-63.5,20.5,3.43630140570831,3.43630140570831,0.2001,0.0066,0.971,0.2316,NOMA
b2,a1,21.2132,-63,21,2.76304393823591,2.76304393823591,0.2549,0.034,0.9933,0.2643,OMA
b2,a1,21.2132,-63,21,3.56827280314627,3.56827280314627,0.191,0.0051,0.9652,0.2168,NOMA
b2,a1,21.2132,-62.5,21.5,2.89285355211695,2.89285355211695,0.2416,0.03,0.9862,0.231,OMA
b2,a1,21.2132,-62.5,21.5,3.77262009355963,3.77262009355963,0.1799,0.0037,0.9439,0.1896,NOMA
b2,a1,21.2132,-62,22,2.99367081676007,2.99367081676007,0.2292,0.0237,0.975,0.207,OMA
b2,a1,21.2132,-62,22,3.93882357843023,3.93882357843023,0.1664,0.0029,0.9186,0.1712,NOMA
b2,a1,21.2132,-61.5,22.5,3.09588043389641,3.09588043389641,0.2225,0.0245,0.9687,0.1908,OMA
b2,a1,21.2132,-61.5,22.5,4.10603196790472,4.10603196790472,0.1548,0.0036,0.9009,0.1559,NOMA
b2,a1,21.2132,-61,23,3.20710065062514,3.20710065062514,0.2173,0.0229,0.9524,0.1747,OMA
b2,a1,21.2132,-61,23,4.28724207431237,4.28724207431237,0.1538,0.0034,0.869,0.1426,NOMA
b2,a1,21.2132,-60.5,23.5,3.32787463786395,3.32787463786395,0.198,0.0205,0.9342,0.1513,OMA
b2,a1,21.2132,-60.5,23.5,4.48390308300953,4.48390308300953,0.1349,0.0025,0.8358,0.1222,NOMA
b2,a1,21.2132,-60,24,3.44289414132462,3.44289414132462,0.1945,0.0183,0.91,0.1408,OMA
b2,a1,21.2132,-60,24,4.67103648582569,4.67103648582569,0.1271,0.0024,0.7982,0.1129,NOMA
b2,a1,21.2132,-59.5,24.5,3.56448541174897,3.56448541174897,0.1875,0.0136,0.8886,0.1219,OMA
b2,a1,21.2132,-59.5,24.5,4.8664310276987,4.8664310276987,0.1184,0.0019,0.7635,0.0968,NOMA
b2,a1,21.2132,-59,25,3.69712432141083,3.69712432141083,0.1781,0.0142,0.8488,0.1073,OMA
b2,a1,21.2132,-59,25,5.07713895583403,5.07713895583403,0.1019,0.0022,0.715,0.0864,NOMA
b2,a1,21.2132,-58.5,25.5,3.80776510584111,3.80776510584111,0.166,0.0114,0.8128,0.0986,OMA
b2,a1,21.2132,-58.5,25.5,5.2442539617408,5.2442539617408,0.0976,0.001,0.6702,0.0803,NOMA
b2,a1,21.2132,-58,26,3.9264051286892,3.9264051286892,0.1708,0.0122,0.7845,0.0903,OMA
b2,a1,21.2132,-58,26,5.43943970759029,5.43943970759029,0.0957,0.0014,0.6408,0.0726,NOMA
b2,a1,21.2132,-57.5,26.5,4.06174089091677,4.06174089091677,0.1549,0.0088,0.7332,0.0784,OMA
b2,a1,21.2132,-57.5,26.5,5.64236302595862,5.64236302595862,0.0821,0.0013,0.5878,0.0616,NOMA
b2,a1,21.2132,-57,27,4.19448187487226,4.19448187487226,0.149,0.0106,0.6964,0.0727,OMA
b2,a1,21.2132,-57,27,5.86018547197242,5.86018547197242,0.0792,0.0021,0.5502,0.0579,NOMA
b2,a1,21.2132,-56.5,27.5,4.3116729495088,4.3116729495088,0.1383,0.0077,0.6586,0.0628,OMA
b2,a1,21.2132,-56.5,27.5,6.03824012562573,6.03824012562573,0.0733,0.001,0.5207,0.0525,NOMA
b2,a1,21.2132,-56,28,4.43540873870742,4.43540873870742,0.1349,0.0074,0.6187,0.0606,OMA
b2,a1,21.2132,-56,28,6.22050515444808,6.22050515444808,0.0657,0.0014,0.4755,0.0495,NOMA
b2,a1,21.2132,-55.5,28.5,4.57395573867073,4.57395573867073,0.129,0.0063,0.5799,0.0537,OMA
b2,a1,21.2132,-55.5,28.5,6.43895664229877,6.43895664229877,0.0593,0.0013,0.4408,0.0427,NOMA
b2,a1,21.2132,-55,29,4.68683259023427,4.68683259023427,0.1154,0.0056,0.5375,0.0516,OMA
b2,a1,21.2132,-55,29,6.59194296395725,6.59194296395725,0.058,0.0005,0.4032,0.0407,NOMA
b2,a1,21.2132,-54.5,29.5,4.84638882121336,4.84638882121336,0.1166,0.0052,0.4976,0.0433,OMA
b2,a1,21.2132,-54.5,29.5,6.83338803027095,6.83338803027095,0.0501,0.0004,0.3673,0.0338,NOMA
b2,a1,21.2132,-54,30,5.00664714408856,5.00664714408856,0.1063,0.0034,0.4569,0.0326,OMA
b2,a1,21.2132,-54,30,7.06748442537775,7.06748442537775,0.0455,0.0003,0.3352,0.0263,NOMA
b2,a2,15.811,-114,-30,0.0003000099771409,0.000290087097403703,0.4946,0.489,1,1,OMA
b2,a2,15.811,-114,-30,0.000161492337935789,0.000148694615213204,0.4942,0.4836,1,1,NOMA
b2,a2,15.811,-113.5,-29.5,0.000338127836450084,0.000327597692389686,0.4865,0.4901,1,1,OMA
