No,Comb,DistanceNu,DistanceFu,tSNR,rSINRFu,rSINRNu,cGainFu,cGainNu,SumRate,OutageFu,OutageNu,BERFu,BerNu
618,c3b4,7.071,15.811,-54,16.1752012,401.759196,1.59771E-05,0.000395508,5.642845429,0.1722,0.0369,0.0148,0.0005
619,c3c1,7.071,15.811,-54,15.76430326,400.0931298,1.60552E-05,0.0004059,5.65567465,0.1719,0.0384,0.0149,0.0007
620,c3c4,7.071,15.811,-54,15.95166112,396.7378202,1.60065E-05,0.000405204,5.650958014,0.1656,0.0357,0.0179,0.0009
621,c3d1,7.071,21.2132,-54,4.91934565,404.0671122,4.9691E-06,0.000396236,4.99353065,0.4559,0.0361,0.0428,0.0009
622,c3d2,7.071,15.811,-54,16.20460994,397.5683489,0.000016043,0.000394561,5.656352605,0.1742,0.038,0.0153,0.0007
623,c3d3,7.071,15.811,-54,16.08062172,401.9459061,1.60417E-05,0.00039778,5.65111014,0.1759,0.0376,0.0161,0.0006
624,c3d4,7.071,21.2132,-54,4.985047296,395.4579426,4.9124E-06,0.0004015,4.986472451,0.458,0.0328,0.0419,0.0006
625,b2a1,7.071,21.2132,-114,3.6596E-06,0.000099736,4.8888E-06,0.000403052,0.000147083,1,1,0.5024,0.4866
626,b2a2,7.071,15.811,-114,1.19125E-05,9.88093E-05,1.58107E-05,0.000403975,0.000160206,1,1,0.4939,0.4954
627,b2a3,7.071,15.811,-114,1.20544E-05,9.99839E-05,1.58743E-05,0.00039551,0.000160972,1,1,0.5001,0.4924
628,b2a4,7.071,21.2132,-114,3.7076E-06,0.000101187,4.9496E-06,0.000403517,0.000149426,1,1,0.4953,0.4875
629,b2b1,7.071,15.811,-114,1.21469E-05,9.82262E-05,1.59749E-05,0.000396647,0.000160328,1,1,0.4987,0.4997
630,b2b4,7.071,15.811,-114,1.21313E-05,0.00010044,1.59771E-05,0.000395508,0.000161174,1,1,0.4982,0.4931
631,b2c1,7.071,15.811,-114,1.18231E-05,0.000100023,1.60552E-05,0.0004059,0.000163357,1,1,0.5083,0.4952
632,b2c4,7.071,15.811,-114,1.19636E-05,9.91845E-05,1.60065E-05,0.000405204,0.000162489,1,1,0.4988,0.4913
633,b2d1,7.071,21.2132,-114,3.6895E-06,0.000101017,4.9691E-06,0.000396236,0.000151619,1,1,0.5013,0.485
634,b2d2,7.071,15.811,-114,1.21534E-05,9.93921E-05,0.000016043,0.000394561,0.00016085,1,1,0.5032,0.5027
635,b2d3,7.071,15.811,-114,1.20604E-05,0.000100487,1.60417E-05,0.00039778,0.000162195,1,1,0.5001,0.4968
636,b2d4,7.071,21.2132,-114,3.7388E-06,9.88645E-05,4.9124E-06,0.0004015,0.000151268,1,1,0.4966,0.4884
637,b3a1,7.071,21.2132,-114,3.6596E-06,0.000099736,4.8888E-06,0.000403052,0.000147083,1,1,0.5024,0.4866
638,b3a2,7.071,15.811,-114,1.19125E-05,9.88093E-05,1.58107E-05,0.000403975,0.000160206,1,1,0.4939,0.4954
639,b3a3,7.071,15.811,-114,1.20544E-05,9.99839E-05,1.58743E-05,0.00039551,0.000160972,1,1,0.5001,0.4924
640,b3a4,7.071,21.2132,-114,3.7076E-06,0.000101187,4.9496E-06,0.000403517,0.000149426,1,1,0.4953,0.4875
641,b3b1,7.071,15.811,-114,1.21469E-05,9.82262E-05,1.59749E-05,0.000396647,0.000160328,1,1,0.4987,0.4997
642,b3b4,7.071,15.811,-114,1.21313E-05,0.00010044,1.59771E-05,0.000395508,0.000161174,1,1,0.4982,0.4931
643,b3c1,7.071,15.811,-114,1.18231E-05,0.000100023,1.60552E-05,0.0004059,0.000163357,1,1,0.5083,0.4952
644,b3c4,7.071,15.811,-114,1.19636E-05,9.91845E-05,1.60065E-05,0.000405204,0.000162489,1,1,0.4988,0.4913
645,b3d1,7.071,21.2132,-114,3.6895E-06,0.000101017,4.9691E-06,0.000396236,0.000151619,1,1,0.5013,0.485
646,b3d2,7.071,15.811,-114,1.21534E-05,9.93921E-05,0.000016043,0.000394561,0.00016085,1,1,0.5032,0.5027
647,b3d3,7.071,15.811,-114,1.20604E-05,0.000100487,1.60417E-05,0.00039778,0.000162195,1,1,0.5001,0.4968
648,b3d4,7.071,21.2132,-114,3.7388E-06,9.88645E-05,4.9124E-06,0.0004015,0.000151268,1,1,0.4966,0.4884
649,c2a1,7.071,21.2132,-114,3.6596E-06,0.000099736,4.8888E-06,0.000403052,0.000147083,1,1,0.5024,0.4866
650,c2a2,7.071,15.811,-114,1.19125E-05,9.88093E-05,1.58107E-05,0.000403975,0.000160206,1,1,0.4939,0.4954
651,c2a3,7.071,15.811,-114,1.20544E-05,9.99839E-05,1.58743E-05,0.00039551,0.000160972,1,1,0.5001,0.4924
652,c2a4,7.071,21.2132,-114,3.7076E-06,0.000101187,4.9496E-06,0.000403517,0.000149426,1,1,0.4953,0.4875
653,c2b1,7.071,15.811,-114,1.21469E-05,9.82262E-05,1.59749E-05,0.000396647,0.000160328,1,1,0.4987,0.4997
654,c2b4,7.071,15.811,-114,1.21313E-05,0.00010044,1.59771E-05,0.000395508,0.000161174,1,1,0.4982,0.4931
655,c2c1,7.071,15.811,-114,1.18231E-05,0.000100023,1.60552E-05,0.0004059,0.000163357,1,1,0.5083,0.4952
656,c2c4,7.071,15.811,-114,1.19636E-05,9.91845E-05,1.60065E-05,0.000405204,0.000162489,1,1,0.4988,0.4913
657,c2d1,7.071,21.2132,-114,3.6895E-06,0.000101017,4.9691E-06,0.000396236,0.000151619,1,1,0.5013,0.485
658,c2d2,7.071,15.811,-114,1.21534E-05,9.93921E-05,0.000016043,0.000394561,0.00016085,1,1,0.5032,0.5027
659,c2d3,7.071,15.811,-114,1.20604E-05,0.000100487,1.60417E-05,0.00039778,0.000162195,1,1,0.5001,0.4968
660,c2d4,7.071,21.2132,-114,3.7388E-06,9.88645E-05,4.9124E-06,0.0004015,0.000151268,1,1,0.4966,0.4884
661,c3a1,7.071,21.2132,-114,3.6596E-06,0.000099736,4.8888E-06,0.000403052,0.000147083,1,1,0.5024,0.4866
662,c3a2,7.071,15.811,-114,1.19125E-05,9.88093E-05,1.58107E-05,0.000403975,0.000160206,1,1,0.4939,0.4954
663,c3a3,7.071,15.811,-114,1.20544E-05,9.99839E-05,1.58743E-05,0.00039551,0.000160972,1,1,0.5001,0.4924
664,c3a4,7.071,21.2132,-114,3.7076E-06,0.000101187,4.9496E-06,0.000403517,0.000149426,1,1,0.4953,0.4875
665,c3b1,7.071,15.811,-114,1.21469E-05,9.82262E-05,1.59749E-05,0.000396647,0.000160328,1,1,0.4987,0.4997
666,c3b4,7.071,15.811,-114,1.21313E-05,0.00010044,1.59771E-05,0.000395508,0.000161174,1,1,0.4982,0.4931
667,c3c1,7.071,15.811,-114,1.18231E-05,0.000100023,1.60552E-05,0.0004059,0.000163357,1,1,0.5083,0.4952
668,c3c4,7.071,15.811,-114,1.19636E-05,9.91845E-05,1.60065E-05,0.000405204,0.000162489,1,1,0.4988,0.4913
669,c3d1,7.071,21.2132,-114,3.6895E-06,0.000101017,4.9691E-06,0.000396236,0.000151619,1,1,0.5013,0.485
670,c3d2,7.071,15.811,-114,1.21534E-05,9.93921E-05,0.000016043,0.000394561,0.00016085,1,1,0.5032,0.5027
671,c3d3,7.071,15.811,-114,1.20604E-05,0.000100487,1.60417E-05,0.00039778,0.000162195,1,1,0.5001,0.4968
672,c3d4,7.071,21.2132,-114,3.7388E-06,9.88645E-05,4.9124E-06,0.0004015,0.000151268,1,1,0.4966,0.4884
673,b2a1,7.071,21.2132,-109,1.15725E-05,0.000315393,4.9124E-06,0.0004015,0.00046502,1,1,0.5018,0.4827
674,b2a2,7.071,15.811,-109,3.76699E-05,0.000312462,1.58107E-05,0.000403975,0.000506515,1,1,0.4926,0.4912
675,b2a3,7.071,15.811,-109,3.81188E-05,0.000316177,1.58743E-05,0.00039551,0.000508937,1,1,0.4988,0.4904
676,b2a4,7.071,21.2132,-109,1.17242E-05,0.000319982,4.9496E-06,0.000403517,0.000472429,1,1,0.4947,0.4848
677,b2b1,7.071,15.811,-109,3.84112E-05,0.000310619,1.59749E-05,0.000396647,0.000506902,1,1,0.4964,0.4972
678,b2b4,7.071,15.811,-109,3.83619E-05,0.000317619,1.59771E-05,0.000395508,0.000509575,1,1,0.4973,0.4899
679,b2c1,7.071,15.811,-109,3.73874E-05,0.000316301,1.60552E-05,0.0004059,0.000516475,1,1,0.5069,0.4909
680,b2c4,7.071,15.811,-109,3.78317E-05,0.000313649,1.60065E-05,0.000405204,0.00051373,1,1,0.498,0.4858
681,b2d1,7.071,21.2132,-109,1.16672E-05,0.000319443,4.9691E-06,0.000396236,0.000479358,1,1,0.5004,0.4807
682,b2d2,7.071,15.811,-109,3.84316E-05,0.000314305,0.000016043,0.000394561,0.000508552,1,1,0.5018,0.5002
683,b2d3,7.071,15.811,-109,3.81376E-05,0.000317766,1.60417E-05,0.00039778,0.000512804,1,1,0.4984,0.4918
684,b2d4,7.071,21.2132,-109,0.000011823,0.000312637,4.9124E-06,0.0004015,0.000478249,1,1,0.4955,0.485
685,b3a1,7.071,21.2132,-109,1.15725E-05,0.000315393,4.9124E-06,0.0004015,0.00046502,1,1,0.5018,0.4827
686,b3a2,7.071,15.811,-109,3.76699E-05,0.000312462,1.58107E-05,0.000403975,0.000506515,1,1,0.4926,0.4912
687,b3a3,7.071,15.811,-109,3.81188E-05,0.000316177,1.58743E-05,0.00039551,0.000508937,1,1,0.4988,0.4904
688,b3a4,7.071,21.2132,-109,1.17242E-05,0.000319982,4.9496E-06,0.000403517,0.000472429,1,1,0.4947,0.4848
689,b3b1,7.071,15.811,-109,3.84112E-05,0.000310619,1.59749E-05,0.000396647,0.000506902,1,1,0.4964,0.4972
690,b3b4,7.071,15.811,-109,3.83619E-05,0.000317619,1.59771E-05,0.000395508,0.000509575,1,1,0.4973,0.4899
691,b3c1,7.071,15.811,-109,3.73874E-05,0.000316301,1.60552E-05,0.0004059,0.000516475,1,1,0.5069,0.4909
692,b3c4,7.071,15.811,-109,3.78317E-05,0.000313649,1.60065E-05,0.000405204,0.00051373,1,1,0.498,0.4858
693,b3d1,7.071,21.2132,-109,1.16672E-05,0.000319443,4.9691E-06,0.000396236,0.000479358,1,1,0.5004,0.4807
694,b3d2,7.071,15.811,-109,3.84316E-05,0.000314305,0.000016043,0.000394561,0.000508552,1,1,0.5018,0.5002
695,b3d3,7.071,15.811,-109,3.81376E-05,0.000317766,1.60417E-05,0.00039778,0.000512804,1,1,0.4984,0.4918
696,b3d4,7.071,21.2132,-109,0.000011823,0.000312637,4.9124E-06,0.0004015,0.000478249,1,1,0.4955,0.485
697,c2a1,7.071,21.2132,-109,1.15725E-05,0.000315393,4.9124E-06,0.0004015,0.00046502,1,1,0.5018,0.4827
698,c2a2,7.071,15.811,-109,3.76699E-05,0.000312462,1.58107E-05,0.000403975,0.000506515,1,1,0.4926,0.4912
699,c2a3,7.071,15.811,-109,3.81188E-05,0.000316177,1.58743E-05,0.00039551,0.000508937,1,1,0.4988,0.4904
700,c2a4,7.071,21.2132,-109,1.17242E-05,0.000319982,4.9496E-06,0.000403517,0.000472429,1,1,0.4947,0.4848
701,c2b1,7.071,15.811,-109,3.84112E-05,0.000310619,1.59749E-05,0.000396647,0.000506902,1,1,0.4964,0.4972
702,c2b4,7.071,15.811,-109,3.83619E-05,0.000317619,1.59771E-05,0.000395508,0.000509575,1,1,0.4973,0.4899
703,c2c1,7.071,15.811,-109,3.73874E-05,0.000316301,1.60552E-05,0.0004059,0.000516475,1,1,0.5069,0.4909
704,c2c4,7.071,15.811,-109,3.78317E-05,0.000313649,1.60065E-05,0.000405204,0.00051373,1,1,0.498,0.4858
705,c2d1,7.071,21.2132,-109,1.16672E-05,0.000319443,4.9691E-06,0.000396236,0.000479358,1,1,0.5004,0.4807
706,c2d2,7.071,15.811,-109,3.84316E-05,0.000314305,0.000016043,0.000394561,0.000508552,1,1,0.5018,0.5002
707,c2d3,7.071,15.811,-109,3.81376E-05,0.000317766,1.60417E-05,0.00039778,0.000512804,1,1,0.4984,0.4918
708,c2d4,7.071,21.2132,-109,0.000011823,0.000312637,4.9124E-06,0.0004015,0.000478249,1,1,0.4955,0.485
709,c3a1,7.071,21.2132,-109,1.15725E-05,0.000315393,4.9124E-06,0.0004015,0.00046502,1,1,0.5018,0.4827
710,c3a2,7.071,15.811,-109,3.76699E-05,0.000312462,1.58107E-05,0.000403975,0.000506515,1,1,0.4926,0.4912
711,c3a3,7.071,15.811,-109,3.81188E-05,0.000316177,1.58743E-05,0.00039551,0.000508937,1,1,0.4988,0.4904
712,c3a4,7.071,21.2132,-109,1.17242E-05,0.000319982,4.9496E-06,0.000403517,0.000472429,1,1,0.4947,0.4848
713,c3b1,7.071,15.811,-109,3.84112E-05,0.000310619,1.59749E-05,0.000396647,0.000506902,1,1,0.4964,0.4972
714,c3b4,7.071,15.811,-109,3.83619E-05,0.000317619,1.59771E-05,0.000395508,0.000509575,1,1,0.4973,0.4899
715,c3c1,7.071,15.811,-109,3.73874E-05,0.000316301,1.60552E-05,0.0004059,0.000516475,1,1,0.5069,0.4909
716,c3c4,7.071,15.811,-109,3.78317E-05,0.000313649,1.60065E-05,0.000405204,0.00051373,1,1,0.498,0.4858
717,c3d1,7.071,21.2132,-109,1.16672E-05,0.000319443,4.9691E-06,0.000396236,0.000479358,1,1,0.5004,0.4807
718,c3d2,7.071,15.811,-109,3.84316E-05,0.000314305,0.000016043,0.000394561,0.000508552,1,1,0.5018,0.5002
719,c3d3,7.071,15.811,-109,3.81376E-05,0.000317766,1.60417E-05,0.00039778,0.000512804,1,1,0.4984,0.4918
720,c3d4,7.071,21.2132,-109,0.000011823,0.000312637,4.9124E-06,0.0004015,0.000478249,1,1,0.4955,0.485
721,b2a1,7.071,21.2132,-104,3.65948E-05,0.00099736,4.8888E-06,0.000403052,0.001469566,1,1,0.5,0.4731
722,b2a2,7.071,15.811,-104,0.000119116,0.000988093,1.58107E-05,0.000403975,0.001600742,1,1,0.4895,0.4855
723,b2a3,7.071,15.811,-104,0.000120536,0.000999839,1.58743E-05,0.00039551,0.001608407,1,1,0.4961,0.4866
724,b2a4,7.071,21.2132,-104,3.70747E-05,0.001011871,4.9496E-06,0.000403517,0.001492979,1,1,0.4934,0.4795
725,b2b1,7.071,15.811,-104,0.00012146,0.000982262,1.59749E-05,0.000396647,0.001601987,1,1,0.495,0.4898
726,b2b4,7.071,15.811,-104,0.000121304,0.001004398,1.59771E-05,0.000395508,0.001610412,1,1,0.4949,0.4819
727,b2c1,7.071,15.811,-104,0.000118223,0.001000233,1.60552E-05,0.0004059,0.001632198,1,1,0.5053,0.484
728,b2c4,7.071,15.811,-104,0.000119628,0.000991845,1.60065E-05,0.000405204,0.001623517,1,1,0.4958,0.4798
729,b2d1,7.071,21.2132,-104,3.68942E-05,0.001010168,4.9691E-06,0.000396236,0.001514841,1,1,0.4988,0.4757
730,b2d2,7.071,15.811,-104,0.000121525,0.000993921,0.000016043,0.000394561,0.001607175,1,1,0.4992,0.4929
731,b2d3,7.071,15.811,-104,0.000120595,0.001004865,1.60417E-05,0.00039778,0.001620622,1,1,0.4965,0.4865
732,b2d4,7.071,21.2132,-104,3.73869E-05,0.000988645,4.9124E-06,0.0004015,0.00151132,1,1,0.4943,0.4779
733,b3a1,7.071,21.2132,-104,3.65948E-05,0.00099736,4.8888E-06,0.000403052,0.001469566,1,1,0.5,0.4731
734,b3a2,7.071,15.811,-104,0.000119116,0.000988093,1.58107E-05,0.000403975,0.001600742,1,1,0.4895,0.4855
735,b3a3,7.071,15.811,-104,0.000120536,0.000999839,1.58743E-05,0.00039551,0.001608407,1,1,0.4961,0.4866
736,b3a4,7.071,21.2132,-104,3.70747E-05,0.001011871,4.9496E-06,0.000403517,0.001492979,1,1,0.4934,0.4795
737,b3b1,7.071,15.811,-104,0.00012146,0.000982262,1.59749E-05,0.000396647,0.001601987,1,1,0.495,0.4898
738,b3b4,7.071,15.811,-104,0.000121304,0.001004398,1.59771E-05,0.000395508,0.001610412,1,1,0.4949,0.4819
739,b3c1,7.071,15.811,-104,0.000118223,0.001000233,1.60552E-05,0.0004059,0.001632198,1,1,0.5053,0.484
740,b3c4,7.071,15.811,-104,0.000119628,0.000991845,1.60065E-05,0.000405204,0.001623517,1,1,0.4958,0.4798
741,b3d1,7.071,21.2132,-104,3.68942E-05,0.001010168,4.9691E-06,0.000396236,0.001514841,1,1,0.4988,0.4757
742,b3d2,7.071,15.811,-104,0.000121525,0.000993921,0.000016043,0.000394561,0.001607175,1,1,0.4992,0.4929
743,b3d3,7.071,15.811,-104,0.000120595,0.001004865,1.60417E-05,0.00039778,0.001620622,1,1,0.4965,0.4865
744,b3d4,7.071,21.2132,-104,3.73869E-05,0.000988645,4.9124E-06,0.0004015,0.00151132,1,1,0.4943,0.4779
745,c2a1,7.071,21.2132,-104,3.65948E-05,0.00099736,4.8888E-06,0.000403052,0.001469566,1,1,0.5,0.4731
746,c2a2,7.071,15.811,-104,0.000119116,0.000988093,1.58107E-05,0.000403975,0.001600742,1,1,0.4895,0.4855
747,c2a3,7.071,15.811,-104,0.000120536,0.000999839,1.58743E-05,0.00039551,0.001608407,1,1,0.4961,0.4866
748,c2a4,7.071,21.2132,-104,3.70747E-05,0.001011871,4.9496E-06,0.000403517,0.001492979,1,1,0.4934,0.4795
749,c2b1,7.071,15.811,-104,0.00012146,0.000982262,1.59749E-05,0.000396647,0.001601987,1,1,0.495,0.4898
750,c2b4,7.071,15.811,-104,0.000121304,0.001004398,1.59771E-05,0.000395508,0.001610412,1,1,0.4949,0.4819
751,c2c1,7.071,15.811,-104,0.000118223,0.001000233,1.60552E-05,0.0004059,0.001632198,1,1,0.5053,0.484
752,c2c4,7.071,15.811,-104,0.000119628,0.000991845,1.60065E-05,0.000405204,0.001623517,1,1,0.4958,0.4798
753,c2d1,7.071,21.2132,-104,3.68942E-05,0.001010168,4.9691E-06,0.000396236,0.001514841,1,1,0.4988,0.4757
754,c2d2,7.071,15.811,-104,0.000121525,0.000993921,0.000016043,0.000394561,0.001607175,1,1,0.4992,0.4929
755,c2d3,7.071,15.811,-104,0.000120595,0.001004865,1.60417E-05,0.00039778,0.001620622,1,1,0.4965,0.4865
756,c2d4,7.071,21.2132,-104,3.73869E-05,0.000988645,4.9124E-06,0.0004015,0.00151132,1,1,0.4943,0.4779
757,c3a1,7.071,21.2132,-104,3.65948E-05,0.00099736,4.8888E-06,0.000403052,0.001469566,1,1,0.5,0.4731
758,c3a2,7.071,15.811,-104,0.000119116,0.000988093,1.58107E-05,0.000403975,0.001600742,1,1,0.4895,0.4855
759,c3a3,7.071,15.811,-104,0.000120536,0.000999839,1.58743E-05,0.00039551,0.001608407,1,1,0.4961,0.4866
760,c3a4,7.071,21.2132,-104,3.70747E-05,0.001011871,4.9496E-06,0.000403517,0.001492979,1,1,0.4934,0.4795
761,c3b1,7.071,15.811,-104,0.00012146,0.000982262,1.59749E-05,0.000396647,0.001601987,1,1,0.495,0.4898
762,c3b4,7.071,15.811,-104,0.000121304,0.001004398,1.59771E-05,0.000395508,0.001610412,1,1,0.4949,0.4819
763,c3c1,7.071,15.811,-104,0.000118223,0.001000233,1.60552E-05,0.0004059,0.001632198,1,1,0.5053,0.484
764,c3c4,7.071,15.811,-104,0.000119628,0.000991845,1.60065E-05,0.000405204,0.001623517,1,1,0.4958,0.4798
765,c3d1,7.071,21.2132,-104,3.68942E-05,0.001010168,4.9691E-06,0.000396236,0.001514841,1,1,0.4988,0.4757
766,c3d2,7.071,15.811,-104,0.000121525,0.000993921,0.000016043,0.000394561,0.001607175,1,1,0.4992,0.4929
767,c3d3,7.071,15.811,-104,0.000120595,0.001004865,1.60417E-05,0.00039778,0.001620622,1,1,0.4965,0.4865
768,c3d4,7.071,21.2132,-104,3.73869E-05,0.000988645,4.9124E-06,0.0004015,0.00151132,1,1,0.4943,0.4779
769,b2a1,7.071,21.2132,-99,0.000115717,0.003153928,4.8888E-06,0.000403052,0.004637661,1,1,0.4974,0.4619
770,b2a2,7.071,15.811,-99,0.000376614,0.003124623,1.58107E-05,0.000403975,0.005052064,1,1,0.4846,0.4707
771,b2a3,7.071,15.811,-99,0.0003811,0.003161769,1.58743E-05,0.00039551,0.00507634,1,1,0.4923,0.4733
772,b2a4,7.071,21.2132,-99,0.000117234,0.003199816,4.9496E-06,0.000403517,0.004711548,1,1,0.4903,0.4712
773,b2b1,7.071,15.811,-99,0.000384023,0.003106185,1.59749E-05,0.000396647,0.005056186,1,1,0.4902,0.4738
774,b2b4,7.071,15.811,-99,0.00038353,0.003176185,1.59771E-05,0.000395508,0.005082563,1,1,0.4889,0.4749
775,b2c1,7.071,15.811,-99,0.000373791,0.003163014,1.60552E-05,0.0004059,0.005151126,1,1,0.5009,0.4715
776,b2c4,7.071,15.811,-99,0.000378231,0.003136488,1.60065E-05,0.000405204,0.005123662,1,1,0.4921,0.469
777,b2d1,7.071,21.2132,-99,0.000116663,0.003194431,4.9691E-06,0.000396236,0.004780168,1,1,0.497,0.4614
778,b2d2,7.071,15.811,-99,0.000384229,0.003143054,0.000016043,0.000394561,0.005072309,1,1,0.4941,0.4805
779,b2d3,7.071,15.811,-99,0.000381289,0.003177661,1.60417E-05,0.00039778,0.005114841,1,1,0.4929,0.4783
780,b2d4,7.071,21.2132,-99,0.000118222,0.00312637,4.9124E-06,0.0004015,0.004768917,1,1,0.4916,0.4696
781,b3a1,7.071,21.2132,-99,0.000115717,0.003153928,4.8888E-06,0.000403052,0.004637661,1,1,0.4974,0.4619
782,b3a2,7.071,15.811,-99,0.000376614,0.003124623,1.58107E-05,0.000403975,0.005052064,1,1,0.4846,0.4707
783,b3a3,7.071,15.811,-99,0.0003811,0.003161769,1.58743E-05,0.00039551,0.00507634,1,1,0.4923,0.4733
784,b3a4,7.071,21.2132,-99,0.000117234,0.003199816,4.9496E-06,0.000403517,0.004711548,1,1,0.4903,0.4712
785,b3b1,7.071,15.811,-99,0.000384023,0.003106185,1.59749E-05,0.000396647,0.005056186,1,1,0.4902,0.4738
786,b3b4,7.071,15.811,-99,0.00038353,0.003176185,1.59771E-05,0.000395508,0.005082563,1,1,0.4889,0.4749
787,b3c1,7.071,15.811,-99,0.000373791,0.003163014,1.60552E-05,0.0004059,0.005151126,1,1,0.5009,0.4715
788,b3c4,7.071,15.811,-99,0.000378231,0.003136488,1.60065E-05,0.000405204,0.005123662,1,1,0.4921,0.469
789,b3d1,7.071,21.2132,-99,0.000116663,0.003194431,4.9691E-06,0.000396236,0.004780168,1,1,0.497,0.4614
790,b3d2,7.071,15.811,-99,0.000384229,0.003143054,0.000016043,0.000394561,0.005072309,1,1,0.4941,0.4805
791,b3d3,7.071,15.811,-99,0.000381289,0.003177661,1.60417E-05,0.00039778,0.005114841,1,1,0.4929,0.4783
792,b3d4,7.071,21.2132,-99,0.000118222,0.00312637,4.9124E-06,0.0004015,0.004768917,1,1,0.4916,0.4696
793,c2a1,7.071,21.2132,-99,0.000115717,0.003153928,4.8888E-06,0.000403052,0.004637661,1,1,0.4974,0.4619
794,c2a2,7.071,15.811,-99,0.000376614,0.003124623,1.58107E-05,0.000403975,0.005052064,1,1,0.4846,0.4707
795,c2a3,7.071,15.811,-99,0.0003811,0.003161769,1.58743E-05,0.00039551,0.00507634,1,1,0.4923,0.4733
796,c2a4,7.071,21.2132,-99,0.000117234,0.003199816,4.9496E-06,0.000403517,0.004711548,1,1,0.4903,0.4712
797,c2b1,7.071,15.811,-99,0.000384023,0.003106185,1.59749E-05,0.000396647,0.005056186,1,1,0.4902,0.4738
798,c2b4,7.071,15.811,-99,0.00038353,0.003176185,1.59771E-05,0.000395508,0.005082563,1,1,0.4889,0.4749
799,c2c1,7.071,15.811,-99,0.000373791,0.003163014,1.60552E-05,0.0004059,0.005151126,1,1,0.5009,0.4715
800,c2c4,7.071,15.811,-99,0.000378231,0.003136488,1.60065E-05,0.000405204,0.005123662,1,1,0.4921,0.469
801,c2d1,7.071,21.2132,-99,0.000116663,0.003194431,4.9691E-06,0.000396236,0.004780168,1,1,0.497,0.4614
802,c2d2,7.071,15.811,-99,0.000384229,0.003143054,0.000016043,0.000394561,0.005072309,1,1,0.4941,0.4805
803,c2d3,7.071,15.811,-99,0.000381289,0.003177661,1.60417E-05,0.00039778,0.005114841,1,1,0.4929,0.4783
804,c2d4,7.071,21.2132,-99,0.000118222,0.00312637,4.9124E-06,0.0004015,0.004768917,1,1,0.4916,0.4696
805,c3a1,7.071,21.2132,-99,0.000115717,0.003153928,4.8888E-06,0.000403052,0.004637661,1,1,0.4974,0.4619
806,c3a2,7.071,15.811,-99,0.000376614,0.003124623,1.58107E-05,0.000403975,0.005052064,1,1,0.4846,0.4707
807,c3a3,7.071,15.811,-99,0.0003811,0.003161769,1.58743E-05,0.00039551,0.00507634,1,1,0.4923,0.4733
808,c3a4,7.071,21.2132,-99,0.000117234,0.003199816,4.9496E-06,0.000403517,0.004711548,1,1,0.4903,0.4712
809,c3b1,7.071,15.811,-99,0.000384023,0.003106185,1.59749E-05,0.000396647,0.005056186,1,1,0.4902,0.4738
810,c3b4,7.071,15.811,-99,0.00038353,0.003176185,1.59771E-05,0.000395508,0.005082563,1,1,0.4889,0.4749
811,c3c1,7.071,15.811,-99,0.000373791,0.003163014,1.60552E-05,0.0004059,0.005151126,1,1,0.5009,0.4715
812,c3c4,7.071,15.811,-99,0.000378231,0.003136488,1.60065E-05,0.000405204,0.005123662,1,1,0.4921,0.469
813,c3d1,7.071,21.2132,-99,0.000116663,0.003194431,4.9691E-06,0.000396236,0.004780168,1,1,0.497,0.4614
814,c3d2,7.071,15.811,-99,0.000384229,0.003143054,0.000016043,0.000394561,0.005072309,1,1,0.4941,0.4805
815,c3d3,7.071,15.811,-99,0.000381289,0.003177661,1.60417E-05,0.00039778,0.005114841,1,1,0.4929,0.4783
816,c3d4,7.071,21.2132,-99,0.000118222,0.00312637,4.9124E-06,0.0004015,0.004768917,1,1,0.4916,0.4696
817,b2a1,7.071,21.2132,-94,0.000365867,0.009973596,4.8888E-06,0.000403052,0.014572063,1,1,0.4936,0.4486
818,b2a2,7.071,15.811,-94,0.001190306,0.009880927,1.58107E-05,0.000403975,0.015878447,1,1,0.4787,0.4569
819,b2a3,7.071,15.811,-94,0.001204472,0.009998392,1.58743E-05,0.00039551,0.015955569,1,1,0.4845,0.4535
820,b2a4,7.071,21.2132,-94,0.000370663,0.010118706,4.9496E-06,0.000403517,0.014804186,1,1,0.4862,0.4515
821,b2b1,7.071,15.811,-94,0.001213711,0.00982262,1.59749E-05,0.000396647,0.015893256,1,1,0.4832,0.4605
822,b2b4,7.071,15.811,-94,0.001212151,0.01004398,1.59771E-05,0.000395508,0.015974108,1,1,0.482,0.4594
823,b2c1,7.071,15.811,-94,0.001181402,0.010002328,1.60552E-05,0.0004059,0.016187764,1,1,0.4926,0.4576
824,b2c4,7.071,15.811,-94,0.001195412,0.009918446,1.60065E-05,0.000405204,0.016100827,1,1,0.4838,0.4515
825,b2d1,7.071,21.2132,-94,0.000368859,0.010101678,4.9691E-06,0.000396236,0.015016228,1,1,0.492,0.4469
826,b2d2,7.071,15.811,-94,0.001214373,0.009939209,0.000016043,0.000394561,0.015941586,1,1,0.4864,0.4647
827,b2d3,7.071,15.811,-94,0.001205081,0.010048648,1.60417E-05,0.00039778,0.016076058,1,1,0.4838,0.4604
828,b2d4,7.071,21.2132,-94,0.000373787,0.009886449,4.9124E-06,0.0004015,0.014979564,1,1,0.487,0.4518
829,b3a1,7.071,21.2132,-94,0.000365867,0.009973596,4.8888E-06,0.000403052,0.014572063,1,1,0.4936,0.4486
