No,Comb,DistanceNu,DistanceFu,tSNR,rSINRFu,rSINRNu,cGainFu,cGainNu,SumRate,OutageFu,OutageNu,BERFu,BerNu,MaScheme,
683,"b2,d3",7.071,15.8110,-109,0.0000381376,0.0003177661,0.0000160417,0.0003977799,0.0005128042,1.0000000000,1.0000000000,0.4984000000,0.4918000000,NOMA,
684,"b2,d4",7.071,21.2132,-109,0.0000118230,0.0003126370,0.0000049124,0.0004015003,0.0004782490,1.0000000000,1.0000000000,0.4955000000,0.4850000000,NOMA,
685,"b3,a1",7.071,21.2132,-109,0.0000115725,0.0003153928,0.0000049124,0.0004015003,0.0004650201,1.0000000000,1.0000000000,0.5018000000,0.4827000000,NOMA,
686,"b3,a2",7.071,15.8110,-109,0.0000376699,0.0003124623,0.0000158107,0.0004039752,0.0005065149,1.0000000000,1.0000000000,0.4926000000,0.4912000000,NOMA,
687,"b3,a3",7.071,15.8110,-109,0.0000381188,0.0003161769,0.0000158743,0.0003955102,0.0005089374,1.0000000000,1.0000000000,0.4988000000,0.4904000000,NOMA,
688,"b3,a4",7.071,21.2132,-109,0.0000117242,0.0003199816,0.0000049496,0.0004035167,0.0004724285,1.0000000000,1.0000000000,0.4947000000,0.4848000000,NOMA,
689,"b3,b1",7.071,15.8110,-109,0.0000384112,0.0003106185,0.0000159749,0.0003966465,0.0005069024,1.0000000000,1.0000000000,0.4964000000,0.4972000000,NOMA,
690,"b3,b4",7.071,15.8110,-109,0.0000383619,0.0003176185,0.0000159771,0.0003955077,0.0005095753,1.0000000000,1.0000000000,0.4973000000,0.4899000000,NOMA,
691,"b3,c1",7.071,15.8110,-109,0.0000373874,0.0003163014,0.0000160552,0.0004058999,0.0005164749,1.0000000000,1.0000000000,0.5069000000,0.4909000000,NOMA,
692,"b3,c4",7.071,15.8110,-109,0.0000378317,0.0003136488,0.0000160065,0.0004052044,0.0005137302,1.0000000000,1.0000000000,0.4980000000,0.4858000000,NOMA,
693,"b3,d1",7.071,21.2132,-109,0.0000116672,0.0003194431,0.0000049691,0.0003962361,0.0004793584,1.0000000000,1.0000000000,0.5004000000,0.4807000000,NOMA,
694,"b3,d2",7.071,15.8110,-109,0.0000384316,0.0003143054,0.0000160430,0.0003945610,0.0005085521,1.0000000000,1.0000000000,0.5018000000,0.5002000000,NOMA,
695,"b3,d3",7.071,15.8110,-109,0.0000381376,0.0003177661,0.0000160417,0.0003977799,0.0005128042,1.0000000000,1.0000000000,0.4984000000,0.4918000000,NOMA,
696,"b3,d4",7.071,21.2132,-109,0.0000118230,0.0003126370,0.0000049124,0.0004015003,0.0004782490,1.0000000000,1.0000000000,0.4955000000,0.4850000000,NOMA,
697,"c2,a1",7.071,21.2132,-109,0.0000115725,0.0003153928,0.0000049124,0.0004015003,0.0004650201,1.0000000000,1.0000000000,0.5018000000,0.4827000000,NOMA,
698,"c2,a2",7.071,15.8110,-109,0.0000376699,0.0003124623,0.0000158107,0.0004039752,0.0005065149,1.0000000000,1.0000000000,0.4926000000,0.4912000000,NOMA,
699,"c2,a3",7.071,15.8110,-109,0.0000381188,0.0003161769,0.0000158743,0.0003955102,0.0005089374,1.0000000000,1.0000000000,0.4988000000,0.4904000000,NOMA,
700,"c2,a4",7.071,21.2132,-109,0.0000117242,0.0003199816,0.0000049496,0.0004035167,0.0004724285,1.0000000000,1.0000000000,0.4947000000,0.4848000000,NOMA,
701,"c2,b1",7.071,15.8110,-109,0.0000384112,0.0003106185,0.0000159749,0.0003966465,0.0005069024,1.0000000000,1.0000000000,0.4964000000,0.4972000000,NOMA,
702,"c2,b4",7.071,15.8110,-109,0.0000383619,0.0003176185,0.0000159771,0.0003955077,0.0005095753,1.0000000000,1.0000000000,0.4973000000,0.4899000000,NOMA,
703,"c2,c1",7.071,15.8110,-109,0.0000373874,0.0003163014,0.0000160552,0.0004058999,0.0005164749,1.0000000000,1.0000000000,0.5069000000,0.4909000000,NOMA,
704,"c2,c4",7.071,15.8110,-109,0.0000378317,0.0003136488,0.0000160065,0.0004052044,0.0005137302,1.0000000000,1.0000000000,0.4980000000,0.4858000000,NOMA,
705,"c2,d1",7.071,21.2132,-109,0.0000116672,0.0003194431,0.0000049691,0.0003962361,0.0004793584,1.0000000000,1.0000000000,0.5004000000,0.4807000000,NOMA,
706,"c2,d2",7.071,15.8110,-109,0.0000384316,0.0003143054,0.0000160430,0.0003945610,0.0005085521,1.0000000000,1.0000000000,0.5018000000,0.5002000000,NOMA,
707,"c2,d3",7.071,15.8110,-109,0.0000381376,0.0003177661,0.0000160417,0.0003977799,0.0005128042,1.0000000000,1.0000000000,0.4984000000,0.4918000000,NOMA,
708,"c2,d4",7.071,21.2132,-109,0.0000118230,0.0003126370,0.0000049124,0.0004015003,0.0004782490,1.0000000000,1.0000000000,0.4955000000,0.4850000000,NOMA,
709,"c3,a1",7.071,21.2132,-109,0.0000115725,0.0003153928,0.0000049124,0.0004015003,0.0004650201,1.0000000000,1.0000000000,0.5018000000,0.4827000000,NOMA,
710,"c3,a2",7.071,15.8110,-109,0.0000376699,0.0003124623,0.0000158107,0.0004039752,0.0005065149,1.0000000000,1.0000000000,0.4926000000,0.4912000000,NOMA,
711,"c3,a3",7.071,15.8110,-109,0.0000381188,0.0003161769,0.0000158743,0.0003955102,0.0005089374,1.0000000000,1.0000000000,0.4988000000,0.4904000000,NOMA,
712,"c3,a4",7.071,21.2132,-109,0.0000117242,0.0003199816,0.0000049496,0.0004035167,0.0004724285,1.0000000000,1.0000000000,0.4947000000,0.4848000000,NOMA,
713,"c3,b1",7.071,15.8110,-109,0.0000384112,0.0003106185,0.0000159749,0.0003966465,0.0005069024,1.0000000000,1.0000000000,0.4964000000,0.4972000000,NOMA,
714,"c3,b4",7.071,15.8110,-109,0.0000383619,0.0003176185,0.0000159771,0.0003955077,0.0005095753,1.0000000000,1.0000000000,0.4973000000,0.4899000000,NOMA,
715,"c3,c1",7.071,15.8110,-109,0.0000373874,0.0003163014,0.0000160552,0.0004058999,0.0005164749,1.0000000000,1.0000000000,0.5069000000,0.4909000000,NOMA,
716,"c3,c4",7.071,15.8110,-109,0.0000378317,0.0003136488,0.0000160065,0.0004052044,0.0005137302,1.0000000000,1.0000000000,0.4980000000,0.4858000000,NOMA,
717,"c3,d1",7.071,21.2132,-109,0.0000116672,0.0003194431,0.0000049691,0.0003962361,0.0004793584,1.0000000000,1.0000000000,0.5004000000,0.4807000000,NOMA,
718,"c3,d2",7.071,15.8110,-109,0.0000384316,0.0003143054,0.0000160430,0.0003945610,0.0005085521,1.0000000000,1.0000000000,0.5018000000,0.5002000000,NOMA,
719,"c3,d3",7.071,15.8110,-109,0.0000381376,0.0003177661,0.0000160417,0.0003977799,0.0005128042,1.0000000000,1.0000000000,0.4984000000,0.4918000000,NOMA,
720,"c3,d4",7.071,21.2132,-109,0.0000118230,0.0003126370,0.0000049124,0.0004015003,0.0004782490,1.0000000000,1.0000000000,0.4955000000,0.4850000000,NOMA,
721,"b2,a1",7.071,21.2132,-104,0.0000365948,0.0009973596,0.0000048888,0.0004030517,0.0014695659,1.0000000000,1.0000000000,0.5000000000,0.4731000000,NOMA,
722,"b2,a2",7.071,15.8110,-104,0.0001191162,0.0009880927,0.0000158107,0.0004039752,0.0016007424,1.0000000000,1.0000000000,0.4895000000,0.4855000000,NOMA,
723,"b2,a3",7.071,15.8110,-104,0.0001205356,0.0009998392,0.0000158743,0.0003955102,0.0016084070,1.0000000000,1.0000000000,0.4961000000,0.4866000000,NOMA,
724,"b2,a4",7.071,21.2132,-104,0.0000370747,0.0010118706,0.0000049496,0.0004035167,0.0014929785,1.0000000000,1.0000000000,0.4934000000,0.4795000000,NOMA,
725,"b2,b1",7.071,15.8110,-104,0.0001214601,0.0009822620,0.0000159749,0.0003966465,0.0016019868,1.0000000000,1.0000000000,0.4950000000,0.4898000000,NOMA,
726,"b2,b4",7.071,15.8110,-104,0.0001213041,0.0010043980,0.0000159771,0.0003955077,0.0016104123,1.0000000000,1.0000000000,0.4949000000,0.4819000000,NOMA,
727,"b2,c1",7.071,15.8110,-104,0.0001182231,0.0010002328,0.0000160552,0.0004058999,0.0016321976,1.0000000000,1.0000000000,0.5053000000,0.4840000000,NOMA,
728,"b2,c4",7.071,15.8110,-104,0.0001196278,0.0009918446,0.0000160065,0.0004052044,0.0016235166,1.0000000000,1.0000000000,0.4958000000,0.4798000000,NOMA,
729,"b2,d1",7.071,21.2132,-104,0.0000368942,0.0010101678,0.0000049691,0.0003962361,0.0015148406,1.0000000000,1.0000000000,0.4988000000,0.4757000000,NOMA,
730,"b2,d2",7.071,15.8110,-104,0.0001215248,0.0009939209,0.0000160430,0.0003945610,0.0016071748,1.0000000000,1.0000000000,0.4992000000,0.4929000000,NOMA,
731,"b2,d3",7.071,15.8110,-104,0.0001205950,0.0010048648,0.0000160417,0.0003977799,0.0016206222,1.0000000000,1.0000000000,0.4965000000,0.4865000000,NOMA,
732,"b2,d4",7.071,21.2132,-104,0.0000373869,0.0009886449,0.0000049124,0.0004015003,0.0015113202,1.0000000000,1.0000000000,0.4943000000,0.4779000000,NOMA,
733,"b3,a1",7.071,21.2132,-104,0.0000365948,0.0009973596,0.0000048888,0.0004030517,0.0014695659,1.0000000000,1.0000000000,0.5000000000,0.4731000000,NOMA,
734,"b3,a2",7.071,15.8110,-104,0.0001191162,0.0009880927,0.0000158107,0.0004039752,0.0016007424,1.0000000000,1.0000000000,0.4895000000,0.4855000000,NOMA,
735,"b3,a3",7.071,15.8110,-104,0.0001205356,0.0009998392,0.0000158743,0.0003955102,0.0016084070,1.0000000000,1.0000000000,0.4961000000,0.4866000000,NOMA,
736,"b3,a4",7.071,21.2132,-104,0.0000370747,0.0010118706,0.0000049496,0.0004035167,0.0014929785,1.0000000000,1.0000000000,0.4934000000,0.4795000000,NOMA,
737,"b3,b1",7.071,15.8110,-104,0.0001214601,0.0009822620,0.0000159749,0.0003966465,0.0016019868,1.0000000000,1.0000000000,0.4950000000,0.4898000000,NOMA,
738,"b3,b4",7.071,15.8110,-104,0.0001213041,0.0010043980,0.0000159771,0.0003955077,0.0016104123,1.0000000000,1.0000000000,0.4949000000,0.4819000000,NOMA,
739,"b3,c1",7.071,15.8110,-104,0.0001182231,0.0010002328,0.0000160552,0.0004058999,0.0016321976,1.0000000000,1.0000000000,0.5053000000,0.4840000000,NOMA,
740,"b3,c4",7.071,15.8110,-104,0.0001196278,0.0009918446,0.0000160065,0.0004052044,0.0016235166,1.0000000000,1.0000000000,0.4958000000,0.4798000000,NOMA,
741,"b3,d1",7.071,21.2132,-104,0.0000368942,0.0010101678,0.0000049691,0.0003962361,0.0015148406,1.0000000000,1.0000000000,0.4988000000,0.4757000000,NOMA,
742,"b3,d2",7.071,15.8110,-104,0.0001215248,0.0009939209,0.0000160430,0.0003945610,0.0016071748,1.0000000000,1.0000000000,0.4992000000,0.4929000000,NOMA,
743,"b3,d3",7.071,15.8110,-104,0.0001205950,0.0010048648,0.0000160417,0.0003977799,0.0016206222,1.0000000000,1.0000000000,0.4965000000,0.4865000000,NOMA,
744,"b3,d4",7.071,21.2132,-104,0.0000373869,0.0009886449,0.0000049124,0.0004015003,0.0015113202,1.0000000000,1.0000000000,0.4943000000,0.4779000000,NOMA,
745,"c2,a1",7.071,21.2132,-104,0.0000365948,0.0009973596,0.0000048888,0.0004030517,0.0014695659,1.0000000000,1.0000000000,0.5000000000,0.4731000000,NOMA,
746,"c2,a2",7.071,15.8110,-104,0.0001191162,0.0009880927,0.0000158107,0.0004039752,0.0016007424,1.0000000000,1.0000000000,0.4895000000,0.4855000000,NOMA,
747,"c2,a3",7.071,15.8110,-104,0.0001205356,0.0009998392,0.0000158743,0.0003955102,0.0016084070,1.0000000000,1.0000000000,0.4961000000,0.4866000000,NOMA,
748,"c2,a4",7.071,21.2132,-104,0.0000370747,0.0010118706,0.0000049496,0.0004035167,0.0014929785,1.0000000000,1.0000000000,0.4934000000,0.4795000000,NOMA,
749,"c2,b1",7.071,15.8110,-104,0.0001214601,0.0009822620,0.0000159749,0.0003966465,0.0016019868,1.0000000000,1.0000000000,0.4950000000,0.4898000000,NOMA,
750,"c2,b4",7.071,15.8110,-104,0.0001213041,0.0010043980,0.0000159771,0.0003955077,0.0016104123,1.0000000000,1.0000000000,0.4949000000,0.4819000000,NOMA,
751,"c2,c1",7.071,15.8110,-104,0.0001182231,0.0010002328,0.0000160552,0.0004058999,0.0016321976,1.0000000000,1.0000000000,0.5053000000,0.4840000000,NOMA,
752,"c2,c4",7.071,15.8110,-104,0.0001196278,0.0009918446,0.0000160065,0.0004052044,0.0016235166,1.0000000000,1.0000000000,0.4958000000,0.4798000000,NOMA,
753,"c2,d1",7.071,21.2132,-104,0.0000368942,0.0010101678,0.0000049691,0.0003962361,0.0015148406,1.0000000000,1.0000000000,0.4988000000,0.4757000000,NOMA,
754,"c2,d2",7.071,15.8110,-104,0.0001215248,0.0009939209,0.0000160430,0.0003945610,0.0016071748,1.0000000000,1.0000000000,0.4992000000,0.4929000000,NOMA,
755,"c2,d3",7.071,15.8110,-104,0.0001205950,0.0010048648,0.0000160417,0.0003977799,0.0016206222,1.0000000000,1.0000000000,0.4965000000,0.4865000000,NOMA,
756,"c2,d4",7.071,21.2132,-104,0.0000373869,0.0009886449,0.0000049124,0.0004015003,0.0015113202,1.0000000000,1.0000000000,0.4943000000,0.4779000000,NOMA,
757,"c3,a1",7.071,21.2132,-104,0.0000365948,0.0009973596,0.0000048888,0.0004030517,0.0014695659,1.0000000000,1.0000000000,0.5000000000,0.4731000000,NOMA,
758,"c3,a2",7.071,15.8110,-104,0.0001191162,0.0009880927,0.0000158107,0.0004039752,0.0016007424,1.0000000000,1.0000000000,0.4895000000,0.4855000000,NOMA,
759,"c3,a3",7.071,15.8110,-104,0.0001205356,0.0009998392,0.0000158743,0.0003955102,0.0016084070,1.0000000000,1.0000000000,0.4961000000,0.4866000000,NOMA,
760,"c3,a4",7.071,21.2132,-104,0.0000370747,0.0010118706,0.0000049496,0.0004035167,0.0014929785,1.0000000000,1.0000000000,0.4934000000,0.4795000000,NOMA,
761,"c3,b1",7.071,15.8110,-104,0.0001214601,0.0009822620,0.0000159749,0.0003966465,0.0016019868,1.0000000000,1.0000000000,0.4950000000,0.4898000000,NOMA,
762,"c3,b4",7.071,15.8110,-104,0.0001213041,0.0010043980,0.0000159771,0.0003955077,0.0016104123,1.0000000000,1.0000000000,0.4949000000,0.4819000000,NOMA,
763,"c3,c1",7.071,15.8110,-104,0.0001182231,0.0010002328,0.0000160552,0.0004058999,0.0016321976,1.0000000000,1.0000000000,0.5053000000,0.4840000000,NOMA,
764,"c3,c4",7.071,15.8110,-104,0.0001196278,0.0009918446,0.0000160065,0.0004052044,0.0016235166,1.0000000000,1.0000000000,0.4958000000,0.4798000000,NOMA,
765,"c3,d1",7.071,21.2132,-104,0.0000368942,0.0010101678,0.0000049691,0.0003962361,0.0015148406,1.0000000000,1.0000000000,0.4988000000,0.4757000000,NOMA,
766,"c3,d2",7.071,15.8110,-104,0.0001215248,0.0009939209,0.0000160430,0.0003945610,0.0016071748,1.0000000000,1.0000000000,0.4992000000,0.4929000000,NOMA,
767,"c3,d3",7.071,15.8110,-104,0.0001205950,0.0010048648,0.0000160417,0.0003977799,0.0016206222,1.0000000000,1.0000000000,0.4965000000,0.4865000000,NOMA,
768,"c3,d4",7.071,21.2132,-104,0.0000373869,0.0009886449,0.0000049124,0.0004015003,0.0015113202,1.0000000000,1.0000000000,0.4943000000,0.4779000000,NOMA,
769,"b2,a1",7.071,21.2132,-99,0.0001157167,0.0031539279,0.0000048888,0.0004030517,0.0046376611,1.0000000000,1.0000000000,0.4974000000,0.4619000000,NOMA,
770,"b2,a2",7.071,15.8110,-99,0.0003766135,0.0031246234,0.0000158107,0.0004039752,0.0050520644,1.0000000000,1.0000000000,0.4846000000,0.4707000000,NOMA,
771,"b2,a3",7.071,15.8110,-99,0.0003810998,0.0031617690,0.0000158743,0.0003955102,0.0050763398,1.0000000000,1.0000000000,0.4923000000,0.4733000000,NOMA,
772,"b2,a4",7.071,21.2132,-99,0.0001172340,0.0031998158,0.0000049496,0.0004035167,0.0047115481,1.0000000000,1.0000000000,0.4903000000,0.4712000000,NOMA,
773,"b2,b1",7.071,15.8110,-99,0.0003840229,0.0031061851,0.0000159749,0.0003966465,0.0050561855,1.0000000000,1.0000000000,0.4902000000,0.4738000000,NOMA,
774,"b2,b4",7.071,15.8110,-99,0.0003835296,0.0031761853,0.0000159771,0.0003955077,0.0050825633,1.0000000000,1.0000000000,0.4889000000,0.4749000000,NOMA,
775,"b2,c1",7.071,15.8110,-99,0.0003737911,0.0031630139,0.0000160552,0.0004058999,0.0051511260,1.0000000000,1.0000000000,0.5009000000,0.4715000000,NOMA,
776,"b2,c4",7.071,15.8110,-99,0.0003782305,0.0031364879,0.0000160065,0.0004052044,0.0051236624,1.0000000000,1.0000000000,0.4921000000,0.4690000000,NOMA,
777,"b2,d1",7.071,21.2132,-99,0.0001166634,0.0031944310,0.0000049691,0.0003962361,0.0047801677,1.0000000000,1.0000000000,0.4970000000,0.4614000000,NOMA,
778,"b2,d2",7.071,15.8110,-99,0.0003842287,0.0031430538,0.0000160430,0.0003945610,0.0050723090,1.0000000000,1.0000000000,0.4941000000,0.4805000000,NOMA,
779,"b2,d3",7.071,15.8110,-99,0.0003812888,0.0031776614,0.0000160417,0.0003977799,0.0051148409,1.0000000000,1.0000000000,0.4929000000,0.4783000000,NOMA,
780,"b2,d4",7.071,21.2132,-99,0.0001182216,0.0031263695,0.0000049124,0.0004015003,0.0047689169,1.0000000000,1.0000000000,0.4916000000,0.4696000000,NOMA,
781,"b3,a1",7.071,21.2132,-99,0.0001157167,0.0031539279,0.0000048888,0.0004030517,0.0046376611,1.0000000000,1.0000000000,0.4974000000,0.4619000000,NOMA,
782,"b3,a2",7.071,15.8110,-99,0.0003766135,0.0031246234,0.0000158107,0.0004039752,0.0050520644,1.0000000000,1.0000000000,0.4846000000,0.4707000000,NOMA,
783,"b3,a3",7.071,15.8110,-99,0.0003810998,0.0031617690,0.0000158743,0.0003955102,0.0050763398,1.0000000000,1.0000000000,0.4923000000,0.4733000000,NOMA,
784,"b3,a4",7.071,21.2132,-99,0.0001172340,0.0031998158,0.0000049496,0.0004035167,0.0047115481,1.0000000000,1.0000000000,0.4903000000,0.4712000000,NOMA,
785,"b3,b1",7.071,15.8110,-99,0.0003840229,0.0031061851,0.0000159749,0.0003966465,0.0050561855,1.0000000000,1.0000000000,0.4902000000,0.4738000000,NOMA,
786,"b3,b4",7.071,15.8110,-99,0.0003835296,0.0031761853,0.0000159771,0.0003955077,0.0050825633,1.0000000000,1.0000000000,0.4889000000,0.4749000000,NOMA,
787,"b3,c1",7.071,15.8110,-99,0.0003737911,0.0031630139,0.0000160552,0.0004058999,0.0051511260,1.0000000000,1.0000000000,0.5009000000,0.4715000000,NOMA,
788,"b3,c4",7.071,15.8110,-99,0.0003782305,0.0031364879,0.0000160065,0.0004052044,0.0051236624,1.0000000000,1.0000000000,0.4921000000,0.4690000000,NOMA,
789,"b3,d1",7.071,21.2132,-99,0.0001166634,0.0031944310,0.0000049691,0.0003962361,0.0047801677,1.0000000000,1.0000000000,0.4970000000,0.4614000000,NOMA,
790,"b3,d2",7.071,15.8110,-99,0.0003842287,0.0031430538,0.0000160430,0.0003945610,0.0050723090,1.0000000000,1.0000000000,0.4941000000,0.4805000000,NOMA,
791,"b3,d3",7.071,15.8110,-99,0.0003812888,0.0031776614,0.0000160417,0.0003977799,0.0051148409,1.0000000000,1.0000000000,0.4929000000,0.4783000000,NOMA,
792,"b3,d4",7.071,21.2132,-99,0.0001182216,0.0031263695,0.0000049124,0.0004015003,0.0047689169,1.0000000000,1.0000000000,0.4916000000,0.4696000000,NOMA,
793,"c2,a1",7.071,21.2132,-99,0.0001157167,0.0031539279,0.0000048888,0.0004030517,0.0046376611,1.0000000000,1.0000000000,0.4974000000,0.4619000000,NOMA,
794,"c2,a2",7.071,15.8110,-99,0.0003766135,0.0031246234,0.0000158107,0.0004039752,0.0050520644,1.0000000000,1.0000000000,0.4846000000,0.4707000000,NOMA,
795,"c2,a3",7.071,15.8110,-99,0.0003810998,0.0031617690,0.0000158743,0.0003955102,0.0050763398,1.0000000000,1.0000000000,0.4923000000,0.4733000000,NOMA,
796,"c2,a4",7.071,21.2132,-99,0.0001172340,0.0031998158,0.0000049496,0.0004035167,0.0047115481,1.0000000000,1.0000000000,0.4903000000,0.4712000000,NOMA,
797,"c2,b1",7.071,15.8110,-99,0.0003840229,0.0031061851,0.0000159749,0.0003966465,0.0050561855,1.0000000000,1.0000000000,0.4902000000,0.4738000000,NOMA,
798,"c2,b4",7.071,15.8110,-99,0.0003835296,0.0031761853,0.0000159771,0.0003955077,0.0050825633,1.0000000000,1.0000000000,0.4889000000,0.4749000000,NOMA,
799,"c2,c1",7.071,15.8110,-99,0.0003737911,0.0031630139,0.0000160552,0.0004058999,0.0051511260,1.0000000000,1.0000000000,0.5009000000,0.4715000000,NOMA,
800,"c2,c4",7.071,15.8110,-99,0.0003782305,0.0031364879,0.0000160065,0.0004052044,0.0051236624,1.0000000000,1.0000000000,0.4921000000,0.4690000000,NOMA,
801,"c2,d1",7.071,21.2132,-99,0.0001166634,0.0031944310,0.0000049691,0.0003962361,0.0047801677,1.0000000000,1.0000000000,0.4970000000,0.4614000000,NOMA,
802,"c2,d2",7.071,15.8110,-99,0.0003842287,0.0031430538,0.0000160430,0.0003945610,0.0050723090,1.0000000000,1.0000000000,0.4941000000,0.4805000000,NOMA,
803,"c2,d3",7.071,15.8110,-99,0.0003812888,0.0031776614,0.0000160417,0.0003977799,0.0051148409,1.0000000000,1.0000000000,0.4929000000,0.4783000000,NOMA,
804,"c2,d4",7.071,21.2132,-99,0.0001182216,0.0031263695,0.0000049124,0.0004015003,0.0047689169,1.0000000000,1.0000000000,0.4916000000,0.4696000000,NOMA,
805,"c3,a1",7.071,21.2132,-99,0.0001157167,0.0031539279,0.0000048888,0.0004030517,0.0046376611,1.0000000000,1.0000000000,0.4974000000,0.4619000000,NOMA,
806,"c3,a2",7.071,15.8110,-99,0.0003766135,0.0031246234,0.0000158107,0.0004039752,0.0050520644,1.0000000000,1.0000000000,0.4846000000,0.4707000000,NOMA,
807,"c3,a3",7.071,15.8110,-99,0.0003810998,0.0031617690,0.0000158743,0.0003955102,0.0050763398,1.0000000000,1.0000000000,0.4923000000,0.4733000000,NOMA,
808,"c3,a4",7.071,21.2132,-99,0.0001172340,0.0031998158,0.0000049496,0.0004035167,0.0047115481,1.0000000000,1.0000000000,0.4903000000,0.4712000000,NOMA,
809,"c3,b1",7.071,15.8110,-99,0.0003840229,0.0031061851,0.0000159749,0.0003966465,0.0050561855,1.0000000000,1.0000000000,0.4902000000,0.4738000000,NOMA,
810,"c3,b4",7.071,15.8110,-99,0.0003835296,0.0031761853,0.0000159771,0.0003955077,0.0050825633,1.0000000000,1.0000000000,0.4889000000,0.4749000000,NOMA,
811,"c3,c1",7.071,15.8110,-99,0.0003737911,0.0031630139,0.0000160552,0.0004058999,0.0051511260,1.0000000000,1.0000000000,0.5009000000,0.4715000000,NOMA,
812,"c3,c4",7.071,15.8110,-99,0.0003782305,0.0031364879,0.0000160065,0.0004052044,0.0051236624,1.0000000000,1.0000000000,0.4921000000,0.4690000000,NOMA,
813,"c3,d1",7.071,21.2132,-99,0.0001166634,0.0031944310,0.0000049691,0.0003962361,0.0047801677,1.0000000000,1.0000000000,0.4970000000,0.4614000000,NOMA,
814,"c3,d2",7.071,15.8110,-99,0.0003842287,0.0031430538,0.0000160430,0.0003945610,0.0050723090,1.0000000000,1.0000000000,0.4941000000,0.4805000000,NOMA,
815,"c3,d3",7.071,15.8110,-99,0.0003812888,0.0031776614,0.0000160417,0.0003977799,0.0051148409,1.0000000000,1.0000000000,0.4929000000,0.4783000000,NOMA,
816,"c3,d4",7.071,21.2132,-99,0.0001182216,0.0031263695,0.0000049124,0.0004015003,0.0047689169,1.0000000000,1.0000000000,0.4916000000,0.4696000000,NOMA,
817,"b2,a1",7.071,21.2132,-94,0.0003658669,0.0099735956,0.0000048888,0.0004030517,0.0145720631,1.0000000000,1.0000000000,0.4936000000,0.4486000000,NOMA,
818,"b2,a2",7.071,15.8110,-94,0.0011903061,0.0098809269,0.0000158107,0.0004039752,0.0158784473,1.0000000000,1.0000000000,0.4787000000,0.4569000000,NOMA,
819,"b2,a3",7.071,15.8110,-94,0.0012044715,0.0099983915,0.0000158743,0.0003955102,0.0159555686,1.0000000000,1.0000000000,0.4845000000,0.4535000000,NOMA,
820,"b2,a4",7.071,21.2132,-94,0.0003706628,0.0101187061,0.0000049496,0.0004035167,0.0148041863,1.0000000000,1.0000000000,0.4862000000,0.4515000000,NOMA,
