No,Comb,DistanceNu,DistanceFu,tSNR,rSINRFu,rSINRNu,cGainFu,cGainNu,SumRate,OutageFu,OutageNu,BERFu,BerNu,MaScheme,
969,"b2,d1",7.071,21.2132,-79,0.0115767196,0.3194431005,0.0000049691,0.0003962361,0.3822394627,1.0000000000,0.9999000000,0.4498000000,0.3275000000,NOMA,
970,"b2,d2",7.071,15.8110,-79,0.0374935989,0.3143053770,0.0000160430,0.0003945610,0.4120806770,1.0000000000,1.0000000000,0.4036000000,0.3426000000,NOMA,
971,"b2,d3",7.071,15.8110,-79,0.0372066755,0.3177661398,0.0000160417,0.0003977799,0.4153232013,1.0000000000,1.0000000000,0.4070000000,0.3405000000,NOMA,
972,"b2,d4",7.071,21.2132,-79,0.0117320646,0.3126369544,0.0000049124,0.0004015003,0.3808697169,1.0000000000,0.9999000000,0.4473000000,0.3451000000,NOMA,
973,"b3,a1",7.071,21.2132,-79,0.0114837803,0.3153927852,0.0000048888,0.0004030517,0.3732440272,1.0000000000,1.0000000000,0.4470000000,0.3401000000,NOMA,
974,"b3,a2",7.071,15.8110,-79,0.0367528991,0.3124623444,0.0000158107,0.0004039752,0.4103759449,1.0000000000,1.0000000000,0.4053000000,0.3403000000,NOMA,
975,"b3,a3",7.071,15.8110,-79,0.0371724235,0.3161769019,0.0000158743,0.0003955102,0.4128701329,1.0000000000,1.0000000000,0.4088000000,0.3341000000,NOMA,
976,"b3,a4",7.071,21.2132,-79,0.0116322747,0.3199815824,0.0000049496,0.0004035167,0.3786864514,1.0000000000,0.9999000000,0.4427000000,0.3365000000,NOMA,
977,"b3,b1",7.071,15.8110,-79,0.0374584949,0.3106185118,0.0000159749,0.0003966465,0.4117225080,1.0000000000,1.0000000000,0.4087000000,0.3468000000,NOMA,
978,"b3,b4",7.071,15.8110,-79,0.0374093265,0.3176185326,0.0000159771,0.0003955077,0.4126721523,1.0000000000,0.9999000000,0.4034000000,0.3396000000,NOMA,
979,"b3,c1",7.071,15.8110,-79,0.0364985792,0.3163013916,0.0000160552,0.0004058999,0.4172428246,1.0000000000,1.0000000000,0.4140000000,0.3444000000,NOMA,
980,"b3,c4",7.071,15.8110,-79,0.0369042453,0.3136487864,0.0000160065,0.0004052044,0.4147349641,1.0000000000,0.9999000000,0.4067000000,0.3415000000,NOMA,
981,"b3,d1",7.071,21.2132,-79,0.0115767196,0.3194431005,0.0000049691,0.0003962361,0.3822394627,1.0000000000,0.9999000000,0.4498000000,0.3275000000,NOMA,
982,"b3,d2",7.071,15.8110,-79,0.0374935989,0.3143053770,0.0000160430,0.0003945610,0.4120806770,1.0000000000,1.0000000000,0.4036000000,0.3426000000,NOMA,
983,"b3,d3",7.071,15.8110,-79,0.0372066755,0.3177661398,0.0000160417,0.0003977799,0.4153232013,1.0000000000,1.0000000000,0.4070000000,0.3405000000,NOMA,
984,"b3,d4",7.071,21.2132,-79,0.0117320646,0.3126369544,0.0000049124,0.0004015003,0.3808697169,1.0000000000,0.9999000000,0.4473000000,0.3451000000,NOMA,
985,"c2,a1",7.071,21.2132,-79,0.0114837803,0.3153927852,0.0000048888,0.0004030517,0.3732440272,1.0000000000,1.0000000000,0.4470000000,0.3401000000,NOMA,
986,"c2,a2",7.071,15.8110,-79,0.0367528991,0.3124623444,0.0000158107,0.0004039752,0.4103759449,1.0000000000,1.0000000000,0.4053000000,0.3403000000,NOMA,
987,"c2,a3",7.071,15.8110,-79,0.0371724235,0.3161769019,0.0000158743,0.0003955102,0.4128701329,1.0000000000,1.0000000000,0.4088000000,0.3341000000,NOMA,
988,"c2,a4",7.071,21.2132,-79,0.0116322747,0.3199815824,0.0000049496,0.0004035167,0.3786864514,1.0000000000,0.9999000000,0.4427000000,0.3365000000,NOMA,
989,"c2,b1",7.071,15.8110,-79,0.0374584949,0.3106185118,0.0000159749,0.0003966465,0.4117225080,1.0000000000,1.0000000000,0.4087000000,0.3468000000,NOMA,
990,"c2,b4",7.071,15.8110,-79,0.0374093265,0.3176185326,0.0000159771,0.0003955077,0.4126721523,1.0000000000,0.9999000000,0.4034000000,0.3396000000,NOMA,
991,"c2,c1",7.071,15.8110,-79,0.0364985792,0.3163013916,0.0000160552,0.0004058999,0.4172428246,1.0000000000,1.0000000000,0.4140000000,0.3444000000,NOMA,
992,"c2,c4",7.071,15.8110,-79,0.0369042453,0.3136487864,0.0000160065,0.0004052044,0.4147349641,1.0000000000,0.9999000000,0.4067000000,0.3415000000,NOMA,
993,"c2,d1",7.071,21.2132,-79,0.0115767196,0.3194431005,0.0000049691,0.0003962361,0.3822394627,1.0000000000,0.9999000000,0.4498000000,0.3275000000,NOMA,
994,"c2,d2",7.071,15.8110,-79,0.0374935989,0.3143053770,0.0000160430,0.0003945610,0.4120806770,1.0000000000,1.0000000000,0.4036000000,0.3426000000,NOMA,
995,"c2,d3",7.071,15.8110,-79,0.0372066755,0.3177661398,0.0000160417,0.0003977799,0.4153232013,1.0000000000,1.0000000000,0.4070000000,0.3405000000,NOMA,
996,"c2,d4",7.071,21.2132,-79,0.0117320646,0.3126369544,0.0000049124,0.0004015003,0.3808697169,1.0000000000,0.9999000000,0.4473000000,0.3451000000,NOMA,
997,"c3,a1",7.071,21.2132,-79,0.0114837803,0.3153927852,0.0000048888,0.0004030517,0.3732440272,1.0000000000,1.0000000000,0.4470000000,0.3401000000,NOMA,
998,"c3,a2",7.071,15.8110,-79,0.0367528991,0.3124623444,0.0000158107,0.0004039752,0.4103759449,1.0000000000,1.0000000000,0.4053000000,0.3403000000,NOMA,
999,"c3,a3",7.071,15.8110,-79,0.0371724235,0.3161769019,0.0000158743,0.0003955102,0.4128701329,1.0000000000,1.0000000000,0.4088000000,0.3341000000,NOMA,
1000,"c3,a4",7.071,21.2132,-79,0.0116322747,0.3199815824,0.0000049496,0.0004035167,0.3786864514,1.0000000000,0.9999000000,0.4427000000,0.3365000000,NOMA,
1001,"c3,b1",7.071,15.8110,-79,0.0374584949,0.3106185118,0.0000159749,0.0003966465,0.4117225080,1.0000000000,1.0000000000,0.4087000000,0.3468000000,NOMA,
1002,"c3,b4",7.071,15.8110,-79,0.0374093265,0.3176185326,0.0000159771,0.0003955077,0.4126721523,1.0000000000,0.9999000000,0.4034000000,0.3396000000,NOMA,
1003,"c3,c1",7.071,15.8110,-79,0.0364985792,0.3163013916,0.0000160552,0.0004058999,0.4172428246,1.0000000000,1.0000000000,0.4140000000,0.3444000000,NOMA,
1004,"c3,c4",7.071,15.8110,-79,0.0369042453,0.3136487864,0.0000160065,0.0004052044,0.4147349641,1.0000000000,0.9999000000,0.4067000000,0.3415000000,NOMA,
1005,"c3,d1",7.071,21.2132,-79,0.0115767196,0.3194431005,0.0000049691,0.0003962361,0.3822394627,1.0000000000,0.9999000000,0.4498000000,0.3275000000,NOMA,
1006,"c3,d2",7.071,15.8110,-79,0.0374935989,0.3143053770,0.0000160430,0.0003945610,0.4120806770,1.0000000000,1.0000000000,0.4036000000,0.3426000000,NOMA,
1007,"c3,d3",7.071,15.8110,-79,0.0372066755,0.3177661398,0.0000160417,0.0003977799,0.4153232013,1.0000000000,1.0000000000,0.4070000000,0.3405000000,NOMA,
1008,"c3,d4",7.071,21.2132,-79,0.0117320646,0.3126369544,0.0000049124,0.0004015003,0.3808697169,1.0000000000,0.9999000000,0.4473000000,0.3451000000,NOMA,
1009,"b2,a1",7.071,21.2132,-74,0.0357289747,0.9973595587,0.0000048888,0.0004030517,0.3732440272,1.0000000000,0.9540000000,0.4072000000,0.2220000000,NOMA,
1010,"b2,a2",7.071,15.8110,-74,0.1105941154,0.9880926914,0.0000158107,0.0004039752,0.4103759449,1.0000000000,0.9482000000,0.3430000000,0.2258000000,NOMA,
1011,"b2,a3",7.071,15.8110,-74,0.1117594518,0.9998391535,0.0000158743,0.0003955102,0.4128701329,1.0000000000,0.9494000000,0.3474000000,0.2172000000,NOMA,
1012,"b2,a4",7.071,21.2132,-74,0.0361777103,1.0118706097,0.0000049496,0.0004035167,0.3786864514,1.0000000000,0.9483000000,0.4048000000,0.2190000000,NOMA,
1013,"b2,b1",7.071,15.8110,-74,0.1126235294,0.9822619808,0.0000159749,0.0003966465,0.4117225080,1.0000000000,0.9505000000,0.3451000000,0.2216000000,NOMA,
1014,"b2,b4",7.071,15.8110,-74,0.1124690428,1.0043979901,0.0000159771,0.0003955077,0.4126721523,1.0000000000,0.9470000000,0.3478000000,0.2194000000,NOMA,
1015,"b2,c1",7.071,15.8110,-74,0.1099410372,1.0002328245,0.0000160552,0.0004058999,0.4172428246,1.0000000000,0.9539000000,0.3542000000,0.2212000000,NOMA,
1016,"b2,c4",7.071,15.8110,-74,0.1110116418,0.9918445505,0.0000160065,0.0004052044,0.4147349641,1.0000000000,0.9494000000,0.3427000000,0.2217000000,NOMA,
1017,"b2,d1",7.071,21.2132,-74,0.0360116968,1.0101677806,0.0000049691,0.0003962361,0.3822394627,1.0000000000,0.9511000000,0.4095000000,0.2202000000,NOMA,
1018,"b2,d2",7.071,15.8110,-74,0.1127999021,0.9939208722,0.0000160430,0.0003945610,0.4120806770,1.0000000000,0.9467000000,0.3394000000,0.2186000000,NOMA,
1019,"b2,d3",7.071,15.8110,-74,0.1119410289,1.0048647651,0.0000160417,0.0003977799,0.4153232013,1.0000000000,0.9501000000,0.3446000000,0.2141000000,NOMA,
1020,"b2,d4",7.071,21.2132,-74,0.0364995099,0.9886448566,0.0000049124,0.0004015003,0.3808697169,1.0000000000,0.9516000000,0.4114000000,0.2245000000,NOMA,
1021,"b3,a1",7.071,21.2132,-74,0.0357289747,0.9973595587,0.0000048888,0.0004030517,0.8994915710,1.0000000000,0.9540000000,0.4072000000,0.2220000000,NOMA,
1022,"b3,a2",7.071,15.8110,-74,0.1105941154,0.9880926914,0.0000158107,0.0004039752,0.9992994819,1.0000000000,0.9482000000,0.3430000000,0.2258000000,NOMA,
1023,"b3,a3",7.071,15.8110,-74,0.1117594518,0.9998391535,0.0000158743,0.0003955102,1.0059884493,1.0000000000,0.9494000000,0.3474000000,0.2172000000,NOMA,
1024,"b3,a4",7.071,21.2132,-74,0.0361777103,1.0118706097,0.0000049496,0.0004035167,0.9105825947,1.0000000000,0.9483000000,0.4048000000,0.2190000000,NOMA,
1025,"b3,b1",7.071,15.8110,-74,0.1126235294,0.9822619808,0.0000159749,0.0003966465,1.0036914446,1.0000000000,0.9505000000,0.3451000000,0.2216000000,NOMA,
1026,"b3,b4",7.071,15.8110,-74,0.1124690428,1.0043979901,0.0000159771,0.0003955077,1.0042036851,1.0000000000,0.9470000000,0.3478000000,0.2194000000,NOMA,
1027,"b3,c1",7.071,15.8110,-74,0.1099410372,1.0002328245,0.0000160552,0.0004058999,1.0137367254,1.0000000000,0.9539000000,0.3542000000,0.2212000000,NOMA,
1028,"b3,c4",7.071,15.8110,-74,0.1110116418,0.9918445505,0.0000160065,0.0004052044,1.0078544130,1.0000000000,0.9494000000,0.3427000000,0.2217000000,NOMA,
1029,"b3,d1",7.071,21.2132,-74,0.0360116968,1.0101677806,0.0000049691,0.0003962361,0.9165395547,1.0000000000,0.9511000000,0.4095000000,0.2202000000,NOMA,
1030,"b3,d2",7.071,15.8110,-74,0.1127999021,0.9939208722,0.0000160430,0.0003945610,1.0039654879,1.0000000000,0.9467000000,0.3394000000,0.2186000000,NOMA,
1031,"b3,d3",7.071,15.8110,-74,0.1119410289,1.0048647651,0.0000160417,0.0003977799,1.0098637023,1.0000000000,0.9501000000,0.3446000000,0.2141000000,NOMA,
1032,"b3,d4",7.071,21.2132,-74,0.0364995099,0.9886448566,0.0000049124,0.0004015003,0.9131351911,1.0000000000,0.9516000000,0.4114000000,0.2245000000,NOMA,
1033,"c2,a1",7.071,21.2132,-74,0.0357289747,0.9973595587,0.0000048888,0.0004030517,0.8994915710,1.0000000000,0.9540000000,0.4072000000,0.2220000000,NOMA,
1034,"c2,a2",7.071,15.8110,-74,0.1105941154,0.9880926914,0.0000158107,0.0004039752,0.9992994819,1.0000000000,0.9482000000,0.3430000000,0.2258000000,NOMA,
1035,"c2,a3",7.071,15.8110,-74,0.1117594518,0.9998391535,0.0000158743,0.0003955102,1.0059884493,1.0000000000,0.9494000000,0.3474000000,0.2172000000,NOMA,
1036,"c2,a4",7.071,21.2132,-74,0.0361777103,1.0118706097,0.0000049496,0.0004035167,0.9105825947,1.0000000000,0.9483000000,0.4048000000,0.2190000000,NOMA,
1037,"c2,b1",7.071,15.8110,-74,0.1126235294,0.9822619808,0.0000159749,0.0003966465,1.0036914446,1.0000000000,0.9505000000,0.3451000000,0.2216000000,NOMA,
1038,"c2,b4",7.071,15.8110,-74,0.1124690428,1.0043979901,0.0000159771,0.0003955077,1.0042036851,1.0000000000,0.9470000000,0.3478000000,0.2194000000,NOMA,
1039,"c2,c1",7.071,15.8110,-74,0.1099410372,1.0002328245,0.0000160552,0.0004058999,1.0137367254,1.0000000000,0.9539000000,0.3542000000,0.2212000000,NOMA,
1040,"c2,c4",7.071,15.8110,-74,0.1110116418,0.9918445505,0.0000160065,0.0004052044,1.0078544130,1.0000000000,0.9494000000,0.3427000000,0.2217000000,NOMA,
1041,"c2,d1",7.071,21.2132,-74,0.0360116968,1.0101677806,0.0000049691,0.0003962361,0.9165395547,1.0000000000,0.9511000000,0.4095000000,0.2202000000,NOMA,
1042,"c2,d2",7.071,15.8110,-74,0.1127999021,0.9939208722,0.0000160430,0.0003945610,1.0039654879,1.0000000000,0.9467000000,0.3394000000,0.2186000000,NOMA,
1043,"c2,d3",7.071,15.8110,-74,0.1119410289,1.0048647651,0.0000160417,0.0003977799,1.0098637023,1.0000000000,0.9501000000,0.3446000000,0.2141000000,NOMA,
1044,"c2,d4",7.071,21.2132,-74,0.0364995099,0.9886448566,0.0000049124,0.0004015003,0.9131351911,1.0000000000,0.9516000000,0.4114000000,0.2245000000,NOMA,
1045,"c3,a1",7.071,21.2132,-74,0.0357289747,0.9973595587,0.0000048888,0.0004030517,0.8994915710,1.0000000000,0.9540000000,0.4072000000,0.2220000000,NOMA,
1046,"c3,a2",7.071,15.8110,-74,0.1105941154,0.9880926914,0.0000158107,0.0004039752,0.9992994819,1.0000000000,0.9482000000,0.3430000000,0.2258000000,NOMA,
1047,"c3,a3",7.071,15.8110,-74,0.1117594518,0.9998391535,0.0000158743,0.0003955102,1.0059884493,1.0000000000,0.9494000000,0.3474000000,0.2172000000,NOMA,
1048,"c3,a4",7.071,21.2132,-74,0.0361777103,1.0118706097,0.0000049496,0.0004035167,0.9105825947,1.0000000000,0.9483000000,0.4048000000,0.2190000000,NOMA,
1049,"c3,b1",7.071,15.8110,-74,0.1126235294,0.9822619808,0.0000159749,0.0003966465,1.0036914446,1.0000000000,0.9505000000,0.3451000000,0.2216000000,NOMA,
1050,"c3,b4",7.071,15.8110,-74,0.1124690428,1.0043979901,0.0000159771,0.0003955077,1.0042036851,1.0000000000,0.9470000000,0.3478000000,0.2194000000,NOMA,
1051,"c3,c1",7.071,15.8110,-74,0.1099410372,1.0002328245,0.0000160552,0.0004058999,1.0137367254,1.0000000000,0.9539000000,0.3542000000,0.2212000000,NOMA,
1052,"c3,c4",7.071,15.8110,-74,0.1110116418,0.9918445505,0.0000160065,0.0004052044,1.0078544130,1.0000000000,0.9494000000,0.3427000000,0.2217000000,NOMA,
1053,"c3,d1",7.071,21.2132,-74,0.0360116968,1.0101677806,0.0000049691,0.0003962361,0.9165395547,1.0000000000,0.9511000000,0.4095000000,0.2202000000,NOMA,
1054,"c3,d2",7.071,15.8110,-74,0.1127999021,0.9939208722,0.0000160430,0.0003945610,1.0039654879,1.0000000000,0.9467000000,0.3394000000,0.2186000000,NOMA,
1055,"c3,d3",7.071,15.8110,-74,0.1119410289,1.0048647651,0.0000160417,0.0003977799,1.0098637023,1.0000000000,0.9501000000,0.3446000000,0.2141000000,NOMA,
1056,"c3,d4",7.071,21.2132,-74,0.0364995099,0.9886448566,0.0000049124,0.0004015003,0.9131351911,1.0000000000,0.9516000000,0.4114000000,0.2245000000,NOMA,
1057,"b2,a1",7.071,21.2132,-69,0.1076511989,3.1539278515,0.0000048888,0.0004030517,1.8410801021,1.0000000000,0.6188000000,0.3458000000,0.1078000000,NOMA,
1058,"b2,a2",7.071,15.8110,-69,0.3061538020,3.1246234441,0.0000158107,0.0004039752,2.0647219388,0.9809000000,0.6110000000,0.2608000000,0.1054000000,NOMA,
1059,"b2,a3",7.071,15.8110,-69,0.3088192208,3.1617690188,0.0000158743,0.0003955102,2.0783466774,0.9815000000,0.6113000000,0.2649000000,0.1064000000,NOMA,
1060,"b2,a4",7.071,21.2132,-69,0.1088968418,3.1998158240,0.0000049496,0.0004035167,1.8584708750,1.0000000000,0.6099000000,0.3409000000,0.1046000000,NOMA,
1061,"b2,b1",7.071,15.8110,-69,0.3112173578,3.1061851184,0.0000159749,0.0003966465,2.0747977314,0.9804000000,0.6221000000,0.2629000000,0.1025000000,NOMA,
1062,"b2,b4",7.071,15.8110,-69,0.3107720459,3.1761853260,0.0000159771,0.0003955077,2.0726473914,0.9809000000,0.6058000000,0.2639000000,0.1144000000,NOMA,
1063,"b2,c1",7.071,15.8110,-69,0.3049629747,3.1630139158,0.0000160552,0.0004058999,2.0890904654,0.9809000000,0.6187000000,0.2734000000,0.1001000000,NOMA,
1064,"b2,c4",7.071,15.8110,-69,0.3070445171,3.1364878643,0.0000160065,0.0004052044,2.0788488857,0.9830000000,0.6138000000,0.2678000000,0.1060000000,NOMA,
1065,"b2,d1",7.071,21.2132,-69,0.1084505552,3.1944310055,0.0000049691,0.0003962361,1.8667614521,1.0000000000,0.6195000000,0.3472000000,0.1081000000,NOMA,
1066,"b2,d2",7.071,15.8110,-69,0.3120086444,3.1430537700,0.0000160430,0.0003945610,2.0748586600,0.9824000000,0.6071000000,0.2552000000,0.1066000000,NOMA,
1067,"b2,d3",7.071,15.8110,-69,0.3097164572,3.1776613983,0.0000160417,0.0003977799,2.0821321283,0.9797000000,0.6089000000,0.2609000000,0.1010000000,NOMA,
1068,"b2,d4",7.071,21.2132,-69,0.1099558735,3.1263695439,0.0000049124,0.0004015003,1.8603103450,1.0000000000,0.6120000000,0.3527000000,0.1121000000,NOMA,
1069,"b3,a1",7.071,21.2132,-69,0.1076511989,3.1539278515,0.0000048888,0.0004030517,1.8410801021,1.0000000000,0.6188000000,0.3458000000,0.1078000000,NOMA,
1070,"b3,a2",7.071,15.8110,-69,0.3061538020,3.1246234441,0.0000158107,0.0004039752,2.0647219388,0.9809000000,0.6110000000,0.2608000000,0.1054000000,NOMA,
1071,"b3,a3",7.071,15.8110,-69,0.3088192208,3.1617690188,0.0000158743,0.0003955102,2.0783466774,0.9815000000,0.6113000000,0.2649000000,0.1064000000,NOMA,
1072,"b3,a4",7.071,21.2132,-69,0.1088968418,3.1998158240,0.0000049496,0.0004035167,1.8584708750,1.0000000000,0.6099000000,0.3409000000,0.1046000000,NOMA,
1073,"b3,b1",7.071,15.8110,-69,0.3112173578,3.1061851184,0.0000159749,0.0003966465,2.0747977314,0.9804000000,0.6221000000,0.2629000000,0.1025000000,NOMA,
1074,"b3,b4",7.071,15.8110,-69,0.3107720459,3.1761853260,0.0000159771,0.0003955077,2.0726473914,0.9809000000,0.6058000000,0.2639000000,0.1144000000,NOMA,
1075,"b3,c1",7.071,15.8110,-69,0.3049629747,3.1630139158,0.0000160552,0.0004058999,2.0890904654,0.9809000000,0.6187000000,0.2734000000,0.1001000000,NOMA,
1076,"b3,c4",7.071,15.8110,-69,0.3070445171,3.1364878643,0.0000160065,0.0004052044,2.0788488857,0.9830000000,0.6138000000,0.2678000000,0.1060000000,NOMA,
1077,"b3,d1",7.071,21.2132,-69,0.1084505552,3.1944310055,0.0000049691,0.0003962361,1.8667614521,1.0000000000,0.6195000000,0.3472000000,0.1081000000,NOMA,
1078,"b3,d2",7.071,15.8110,-69,0.3120086444,3.1430537700,0.0000160430,0.0003945610,2.0748586600,0.9824000000,0.6071000000,0.2552000000,0.1066000000,NOMA,
1079,"b3,d3",7.071,15.8110,-69,0.3097164572,3.1776613983,0.0000160417,0.0003977799,2.0821321283,0.9797000000,0.6089000000,0.2609000000,0.1010000000,NOMA,
1080,"b3,d4",7.071,21.2132,-69,0.1099558735,3.1263695439,0.0000049124,0.0004015003,1.8603103450,1.0000000000,0.6120000000,0.3527000000,0.1121000000,NOMA,
1081,"c2,a1",7.071,21.2132,-69,0.1076511989,3.1539278515,0.0000048888,0.0004030517,1.8410801021,1.0000000000,0.6188000000,0.3458000000,0.1078000000,NOMA,
1082,"c2,a2",7.071,15.8110,-69,0.3061538020,3.1246234441,0.0000158107,0.0004039752,2.0647219388,0.9809000000,0.6110000000,0.2608000000,0.1054000000,NOMA,
1083,"c2,a3",7.071,15.8110,-69,0.3088192208,3.1617690188,0.0000158743,0.0003955102,2.0783466774,0.9815000000,0.6113000000,0.2649000000,0.1064000000,NOMA,
1084,"c2,a4",7.071,21.2132,-69,0.1088968418,3.1998158240,0.0000049496,0.0004035167,1.8584708750,1.0000000000,0.6099000000,0.3409000000,0.1046000000,NOMA,
1085,"c2,b1",7.071,15.8110,-69,0.3112173578,3.1061851184,0.0000159749,0.0003966465,2.0747977314,0.9804000000,0.6221000000,0.2629000000,0.1025000000,NOMA,
1086,"c2,b4",7.071,15.8110,-69,0.3107720459,3.1761853260,0.0000159771,0.0003955077,2.0726473914,0.9809000000,0.6058000000,0.2639000000,0.1144000000,NOMA,
1087,"c2,c1",7.071,15.8110,-69,0.3049629747,3.1630139158,0.0000160552,0.0004058999,2.0890904654,0.9809000000,0.6187000000,0.2734000000,0.1001000000,NOMA,
1088,"c2,c4",7.071,15.8110,-69,0.3070445171,3.1364878643,0.0000160065,0.0004052044,2.0788488857,0.9830000000,0.6138000000,0.2678000000,0.1060000000,NOMA,
1089,"c2,d1",7.071,21.2132,-69,0.1084505552,3.1944310055,0.0000049691,0.0003962361,1.8667614521,1.0000000000,0.6195000000,0.3472000000,0.1081000000,NOMA,
1090,"c2,d2",7.071,15.8110,-69,0.3120086444,3.1430537700,0.0000160430,0.0003945610,2.0748586600,0.9824000000,0.6071000000,0.2552000000,0.1066000000,NOMA,
